norm_power: [-0.5, -0.4, -0.3, -0.2, -0.1]
norm_power_len: [-20, -20, -20, -20, -20]
5->4->3->2->1





19992, 0.95358199, 0.53626376, 0.95358199               0.92649996, 0.92615974, 0.92594332
19993, 0.95477319, 0.53846157, 0.95477319               0.92649996, 0.92615974, 0.92594332
19994, 0.95033789, 0.56483519, 0.95033789               0.92649996, 0.92615974, 0.92594332
19995, 0.95155483, 0.54505497, 0.95155483               0.92649996, 0.92615974, 0.92594332
19996, 0.95058870, 0.54505497, 0.95058870               0.92649996, 0.92615974, 0.92594332
19997, 0.94875705, 0.54945058, 0.94875705               0.92649996, 0.92615974, 0.92594332
19998, 0.94678199, 0.56703299, 0.94678199               0.92649996, 0.92615974, 0.92594332
19999, 0.94816482, 0.55384618, 0.94816482               0.92649996, 0.92615974, 0.92594332
{'graph_norm_type': 'adjacency', 'pair_norm_type': 'laplacian', 'pair_dis_type': 'cosine', 'pair_trunc': 0, 'norm_power': [-0.5, -0.4, -0.3], 'norm_power_len': [-40, -40, -40], 'nclass': 5, 'nlayer': 2, 'num_heads': 1, 'hidden_dim': 64, 'epoch': 20000, 'lr': 0.01, 'weight_decay': 0.0005, 'tran_dropout': 0.2, 'feat_dropout': 0.8, 'prop_dropout': 0.2, 'norm': 'none', 'nonlinear': 'GELU', 'patience': 20000, 'residual': 'True', 'is_f_tf': 'False', 'dataset': 'chameleon', 'cuda': 0, 'seeds': [0], 'model': 'spectral_transformer', 'rank': 0}
tensor(122.2566, grad_fn=<MulBackward0>) tensor(95.5669, grad_fn=<MulBackward0>)




19982, 0.98529148, 0.51428574, 0.98529148               0.97295523, 0.97284442, 0.97265607
19983, 0.99008262, 0.53406596, 0.99008262               0.97295523, 0.97284442, 0.97265607
19984, 1.00118077, 0.52967036, 1.00118077               0.97295523, 0.97284442, 0.97265607
19985, 1.00316644, 0.53846157, 1.00316644               0.97295523, 0.97284442, 0.97265607
19986, 0.99601030, 0.53186816, 0.99601030               0.97295523, 0.97284442, 0.97265607
